recipe_name,cuisine_type,meal_type,difficulty_level,prep_time_minutes,cook_time_minutes,servings,main_ingredients,all_ingredients,dietary_restrictions,instructions,nutritional_info
Vietnamese Shrimp Salad,Vietnamese,Lunch,Medium,13,97,8,"Shrimp, Eggs, Beef","Shrimp, Eggs, Beef, Spices, Olive Oil, Chili, Honey","Contains shellfish, Contains nuts, Halal","Prepare Shrimp, Eggs, Beef. Cook with Shrimp, Eggs, Beef, Spices, Olive Oil, Chili, Honey. Season and serve.","Calories: 517, Protein: 26g, Carbs: 67g, Fat: 11g"
American Chicken Bowl,American,Breakfast,Medium,44,2,6,"Chicken, Pork, Lentils","Chicken, Pork, Lentils, Chili, Honey, Olive Oil, Sugar",Contains dairy,"Prepare Chicken, Pork, Lentils. Cook with Chicken, Pork, Lentils, Chili, Honey, Olive Oil, Sugar. Season and serve.","Calories: 633, Protein: 5g, Carbs: 32g, Fat: 7g"
Middle Eastern Potatoes Stir-Fry,Middle Eastern,Lunch,Medium,9,102,5,"Potatoes, Mushrooms, Tomatoes","Potatoes, Mushrooms, Tomatoes, Onion, Cream, Soy Sauce, Flour","Kosher, Vegan","Prepare Potatoes, Mushrooms, Tomatoes. Cook with Potatoes, Mushrooms, Tomatoes, Onion, Cream, Soy Sauce, Flour. Season and serve.","Calories: 378, Protein: 7g, Carbs: 19g, Fat: 22g"
Mexican Spinach Scramble,Mexican,Breakfast,Easy,20,81,8,"Spinach, Cheese, Rice","Spinach, Cheese, Rice, Yogurt, Onion, Soy Sauce, Garlic",Contains nuts,"Prepare Spinach, Cheese, Rice. Cook with Spinach, Cheese, Rice, Yogurt, Onion, Soy Sauce, Garlic. Season and serve.","Calories: 623, Protein: 31g, Carbs: 64g, Fat: 25g"
Chinese Mushrooms Casserole,Chinese,Breakfast,Easy,29,141,7,"Mushrooms, Cheese, Tomatoes","Mushrooms, Cheese, Tomatoes, Sugar, Olive Oil, Yogurt, Milk","Paleo, Halal, Vegan","Prepare Mushrooms, Cheese, Tomatoes. Cook with Mushrooms, Cheese, Tomatoes, Sugar, Olive Oil, Yogurt, Milk. Season and serve.","Calories: 372, Protein: 17g, Carbs: 32g, Fat: 9g"
Indian Cheese Toast,Indian,Snacks,Easy,17,9,5,"Cheese, Fish, Spinach","Cheese, Fish, Spinach, Flour, Sugar, Soy Sauce, Yogurt",Vegetarian,"Prepare Cheese, Fish, Spinach. Cook with Cheese, Fish, Spinach, Flour, Sugar, Soy Sauce, Yogurt. Season and serve.","Calories: 382, Protein: 12g, Carbs: 25g, Fat: 17g"
American Cheese Stir-Fry,American,Desserts,Hard,86,18,3,"Cheese, Mushrooms, Pasta","Cheese, Mushrooms, Pasta, Flour, Cream, Garlic, Sugar","Paleo, Vegetarian","Prepare Cheese, Mushrooms, Pasta. Cook with Cheese, Mushrooms, Pasta, Flour, Cream, Garlic, Sugar. Season and serve.","Calories: 324, Protein: 31g, Carbs: 50g, Fat: 18g"
American Pasta Bake,American,Dinner,Hard,76,105,6,"Pasta, Shrimp, Fish","Pasta, Shrimp, Fish, Soy Sauce, Honey, Olive Oil, Flour",Low-carb,"Prepare Pasta, Shrimp, Fish. Cook with Pasta, Shrimp, Fish, Soy Sauce, Honey, Olive Oil, Flour. Season and serve.","Calories: 351, Protein: 26g, Carbs: 24g, Fat: 7g"
Middle Eastern Spinach Skillet,Middle Eastern,Snacks,Medium,19,72,4,"Spinach, Potatoes, Eggs","Spinach, Potatoes, Eggs, Garlic, Flour, Honey, Milk",Gluten-free,"Prepare Spinach, Potatoes, Eggs. Cook with Spinach, Potatoes, Eggs, Garlic, Flour, Honey, Milk. Season and serve.","Calories: 597, Protein: 27g, Carbs: 76g, Fat: 12g"
Mexican Pork Bake,Mexican,Dinner,Easy,78,87,4,"Pork, Pasta, Tomatoes","Pork, Pasta, Tomatoes, Milk, Garlic, Onion, Honey","Vegan, Kosher","Prepare Pork, Pasta, Tomatoes. Cook with Pork, Pasta, Tomatoes, Milk, Garlic, Onion, Honey. Season and serve.","Calories: 446, Protein: 13g, Carbs: 22g, Fat: 25g"
American Tomatoes Soup,American,Desserts,Medium,55,142,7,"Tomatoes, Spinach, Eggs","Tomatoes, Spinach, Eggs, Honey, Olive Oil, Butter, Onion",Gluten-free,"Prepare Tomatoes, Spinach, Eggs. Cook with Tomatoes, Spinach, Eggs, Honey, Olive Oil, Butter, Onion. Season and serve.","Calories: 456, Protein: 40g, Carbs: 49g, Fat: 15g"
Thai Fish Pilaf,Thai,Snacks,Easy,29,168,5,"Fish, Lentils, Cheese","Fish, Lentils, Cheese, Garlic, Herbs, Sugar, Butter","Vegan, Contains shellfish, Gluten-free","Prepare Fish, Lentils, Cheese. Cook with Fish, Lentils, Cheese, Garlic, Herbs, Sugar, Butter. Season and serve.","Calories: 206, Protein: 26g, Carbs: 74g, Fat: 11g"
American Rice Skillet,American,Lunch,Medium,12,23,2,"Rice, Spinach, Mushrooms","Rice, Spinach, Mushrooms, Butter, Garlic, Honey, Onion",Gluten-free,"Prepare Rice, Spinach, Mushrooms. Cook with Rice, Spinach, Mushrooms, Butter, Garlic, Honey, Onion. Season and serve.","Calories: 393, Protein: 13g, Carbs: 54g, Fat: 15g"
Korean Rice Cheesecake,Korean,Desserts,Easy,67,180,3,"Rice, Shrimp, Tofu","Rice, Shrimp, Tofu, Butter, Cream, Herbs, Chili","Low-carb, Gluten-free, Contains nuts","Prepare Rice, Shrimp, Tofu. Cook with Rice, Shrimp, Tofu, Butter, Cream, Herbs, Chili. Season and serve.","Calories: 536, Protein: 25g, Carbs: 18g, Fat: 17g"
Chinese Shrimp Roast,Chinese,Desserts,Hard,69,134,3,"Shrimp, Potatoes, Fish","Shrimp, Potatoes, Fish, Sugar, Spices, Olive Oil, Cream","Vegetarian, Vegan, Kosher","Prepare Shrimp, Potatoes, Fish. Cook with Shrimp, Potatoes, Fish, Sugar, Spices, Olive Oil, Cream. Season and serve.","Calories: 546, Protein: 7g, Carbs: 15g, Fat: 25g"
Mediterranean Potatoes Skillet,Mediterranean,Dinner,Medium,24,45,3,"Potatoes, Beef, Fish","Potatoes, Beef, Fish, Soy Sauce, Sugar, Spices, Onion","Vegan, Kosher, Paleo","Prepare Potatoes, Beef, Fish. Cook with Potatoes, Beef, Fish, Soy Sauce, Sugar, Spices, Onion. Season and serve.","Calories: 525, Protein: 9g, Carbs: 37g, Fat: 17g"
Italian Lentils Stir-Fry,Italian,Dinner,Easy,33,99,4,"Lentils, Spinach, Fish","Lentils, Spinach, Fish, Herbs, Butter, Soy Sauce, Flour","Vegetarian, Paleo","Prepare Lentils, Spinach, Fish. Cook with Lentils, Spinach, Fish, Herbs, Butter, Soy Sauce, Flour. Season and serve.","Calories: 244, Protein: 29g, Carbs: 27g, Fat: 16g"
Mexican Pasta Stir-Fry,Mexican,Breakfast,Medium,71,32,2,"Pasta, Potatoes, Cheese","Pasta, Potatoes, Cheese, Milk, Yogurt, Sugar, Honey",Contains shellfish,"Prepare Pasta, Potatoes, Cheese. Cook with Pasta, Potatoes, Cheese, Milk, Yogurt, Sugar, Honey. Season and serve.","Calories: 279, Protein: 19g, Carbs: 52g, Fat: 30g"
Mediterranean Beef Salad,Mediterranean,Lunch,Hard,69,163,2,"Beef, Fish, Rice","Beef, Fish, Rice, Cream, Soy Sauce, Olive Oil, Herbs","Vegetarian, Kosher, Paleo","Prepare Beef, Fish, Rice. Cook with Beef, Fish, Rice, Cream, Soy Sauce, Olive Oil, Herbs. Season and serve.","Calories: 438, Protein: 40g, Carbs: 24g, Fat: 28g"
Mediterranean Tomatoes Bites,Mediterranean,Snacks,Hard,24,102,7,"Tomatoes, Pork, Pasta","Tomatoes, Pork, Pasta, Cream, Garlic, Honey, Onion",Kosher,"Prepare Tomatoes, Pork, Pasta. Cook with Tomatoes, Pork, Pasta, Cream, Garlic, Honey, Onion. Season and serve.","Calories: 422, Protein: 13g, Carbs: 67g, Fat: 12g"
American Fish Scramble,American,Breakfast,Easy,83,157,3,"Fish, Pork, Shrimp","Fish, Pork, Shrimp, Olive Oil, Spices, Soy Sauce, Milk",Vegetarian,"Prepare Fish, Pork, Shrimp. Cook with Fish, Pork, Shrimp, Olive Oil, Spices, Soy Sauce, Milk. Season and serve.","Calories: 639, Protein: 25g, Carbs: 29g, Fat: 13g"
Indian Tofu Tikka,Indian,Lunch,Hard,73,51,3,"Tofu, Cheese, Spinach","Tofu, Cheese, Spinach, Soy Sauce, Herbs, Sugar, Honey","Vegan, Paleo","Prepare Tofu, Cheese, Spinach. Cook with Tofu, Cheese, Spinach, Soy Sauce, Herbs, Sugar, Honey. Season and serve.","Calories: 355, Protein: 35g, Carbs: 27g, Fat: 5g"
French Mushrooms Bake,French,Lunch,Easy,83,11,8,"Mushrooms, Spinach, Cheese","Mushrooms, Spinach, Cheese, Onion, Garlic, Cream, Milk",Kosher,"Prepare Mushrooms, Spinach, Cheese. Cook with Mushrooms, Spinach, Cheese, Onion, Garlic, Cream, Milk. Season and serve.","Calories: 455, Protein: 22g, Carbs: 66g, Fat: 29g"
Thai Fish Dip,Thai,Snacks,Hard,13,100,8,"Fish, Pork, Shrimp","Fish, Pork, Shrimp, Herbs, Flour, Soy Sauce, Honey",Paleo,"Prepare Fish, Pork, Shrimp. Cook with Fish, Pork, Shrimp, Herbs, Flour, Soy Sauce, Honey. Season and serve.","Calories: 644, Protein: 21g, Carbs: 41g, Fat: 5g"
American Lentils Stew,American,Desserts,Easy,17,134,4,"Lentils, Beef, Cheese","Lentils, Beef, Cheese, Butter, Soy Sauce, Onion, Honey",Vegan,"Prepare Lentils, Beef, Cheese. Cook with Lentils, Beef, Cheese, Butter, Soy Sauce, Onion, Honey. Season and serve.","Calories: 393, Protein: 11g, Carbs: 52g, Fat: 7g"
Mexican Rice Roast,Mexican,Lunch,Easy,45,107,8,"Rice, Tofu, Fish","Rice, Tofu, Fish, Olive Oil, Soy Sauce, Milk, Onion","Contains nuts, Gluten-free","Prepare Rice, Tofu, Fish. Cook with Rice, Tofu, Fish, Olive Oil, Soy Sauce, Milk, Onion. Season and serve.","Calories: 683, Protein: 35g, Carbs: 39g, Fat: 20g"
Korean Lentils Stew,Korean,Snacks,Easy,58,173,6,"Lentils, Tomatoes, Chicken","Lentils, Tomatoes, Chicken, Soy Sauce, Yogurt, Sugar, Cream","Vegetarian, Low-carb","Prepare Lentils, Tomatoes, Chicken. Cook with Lentils, Tomatoes, Chicken, Soy Sauce, Yogurt, Sugar, Cream. Season and serve.","Calories: 697, Protein: 33g, Carbs: 46g, Fat: 22g"
Middle Eastern Shrimp Stew,Middle Eastern,Desserts,Hard,15,180,6,"Shrimp, Potatoes, Tomatoes","Shrimp, Potatoes, Tomatoes, Herbs, Butter, Olive Oil, Onion","Vegan, Paleo","Prepare Shrimp, Potatoes, Tomatoes. Cook with Shrimp, Potatoes, Tomatoes, Herbs, Butter, Olive Oil, Onion. Season and serve.","Calories: 412, Protein: 8g, Carbs: 49g, Fat: 21g"
Italian Spinach & Eggs Bake,Italian,Lunch,Hard,37,40,1,"Spinach, Eggs, Fish","Spinach, Eggs, Fish, Cream, Spices, Olive Oil, Sugar",Gluten-free,"Prepare Spinach, Eggs, Fish. Cook with Spinach, Eggs, Fish, Cream, Spices, Olive Oil, Sugar. Season and serve.","Calories: 580, Protein: 6g, Carbs: 76g, Fat: 27g"
Mediterranean Rice Orzo Salad,Mediterranean,Dinner,Hard,49,119,4,"Rice, Pork, Shrimp","Rice, Pork, Shrimp, Honey, Yogurt, Herbs, Garlic",Contains shellfish,"Prepare Rice, Pork, Shrimp. Cook with Rice, Pork, Shrimp, Honey, Yogurt, Herbs, Garlic. Season and serve.","Calories: 276, Protein: 23g, Carbs: 61g, Fat: 21g"
Vietnamese Chicken & Pork Salad,Vietnamese,Breakfast,Medium,81,139,6,"Chicken, Pork, Potatoes","Chicken, Pork, Potatoes, Cream, Herbs, Chili, Soy Sauce","Halal, Vegan","Prepare Chicken, Pork, Potatoes. Cook with Chicken, Pork, Potatoes, Cream, Herbs, Chili, Soy Sauce. Season and serve.","Calories: 270, Protein: 9g, Carbs: 75g, Fat: 18g"
Italian Potatoes Bake,Italian,Desserts,Hard,54,80,1,"Potatoes, Spinach, Lentils","Potatoes, Spinach, Lentils, Cream, Onion, Butter, Yogurt","Halal, Low-carb, Vegetarian","Prepare Potatoes, Spinach, Lentils. Cook with Potatoes, Spinach, Lentils, Cream, Onion, Butter, Yogurt. Season and serve.","Calories: 321, Protein: 31g, Carbs: 38g, Fat: 19g"
Korean Shrimp Gochujang Stir-Fry,Korean,Dinner,Hard,37,3,2,"Shrimp, Spinach, Tofu","Shrimp, Spinach, Tofu, Cream, Olive Oil, Chili, Soy Sauce",Low-carb,"Prepare Shrimp, Spinach, Tofu. Cook with Shrimp, Spinach, Tofu, Cream, Olive Oil, Chili, Soy Sauce. Season and serve.","Calories: 241, Protein: 12g, Carbs: 45g, Fat: 15g"
Vietnamese Tofu Soup,Vietnamese,Breakfast,Easy,66,172,5,"Tofu, Shrimp, Chicken","Tofu, Shrimp, Chicken, Honey, Cream, Olive Oil, Spices","Gluten-free, Contains shellfish","Prepare Tofu, Shrimp, Chicken. Cook with Tofu, Shrimp, Chicken, Honey, Cream, Olive Oil, Spices. Season and serve.","Calories: 514, Protein: 32g, Carbs: 13g, Fat: 14g"
African Rice Cookies,African,Desserts,Easy,68,107,1,"Rice, Cheese, Potatoes","Rice, Cheese, Potatoes, Honey, Onion, Yogurt, Milk","Low-carb, Gluten-free, Contains nuts","Prepare Rice, Cheese, Potatoes. Cook with Rice, Cheese, Potatoes, Honey, Onion, Yogurt, Milk. Season and serve.","Calories: 299, Protein: 7g, Carbs: 31g, Fat: 7g"
African Eggs Casserole,African,Dinner,Hard,54,10,6,"Eggs, Chicken, Cheese","Eggs, Chicken, Cheese, Butter, Garlic, Soy Sauce, Herbs","Vegan, Contains shellfish, Paleo","Prepare Eggs, Chicken, Cheese. Cook with Eggs, Chicken, Cheese, Butter, Garlic, Soy Sauce, Herbs. Season and serve.","Calories: 209, Protein: 5g, Carbs: 44g, Fat: 29g"
Thai Shrimp Cheesecake,Thai,Desserts,Easy,86,127,6,"Shrimp, Fish, Pork","Shrimp, Fish, Pork, Spices, Olive Oil, Soy Sauce, Onion","Contains shellfish, Vegan","Prepare Shrimp, Fish, Pork. Cook with Shrimp, Fish, Pork, Spices, Olive Oil, Soy Sauce, Onion. Season and serve.","Calories: 366, Protein: 33g, Carbs: 49g, Fat: 17g"
Middle Eastern Rice Bowl,Middle Eastern,Dinner,Hard,75,152,2,"Rice, Potatoes, Shrimp","Rice, Potatoes, Shrimp, Chili, Flour, Spices, Honey","Low-carb, Vegetarian, Halal","Prepare Rice, Potatoes, Shrimp. Cook with Rice, Potatoes, Shrimp, Chili, Flour, Spices, Honey. Season and serve.","Calories: 309, Protein: 35g, Carbs: 77g, Fat: 13g"
Thai Spinach Breakfast Bowl,Thai,Breakfast,Easy,75,0,1,"Spinach, Chicken, Potatoes","Spinach, Chicken, Potatoes, Yogurt, Honey, Cream, Butter","Contains shellfish, Halal, Contains dairy","Prepare Spinach, Chicken, Potatoes. Cook with Spinach, Chicken, Potatoes, Yogurt, Honey, Cream, Butter. Season and serve.","Calories: 263, Protein: 39g, Carbs: 22g, Fat: 29g"
Spanish Eggs Gazpacho,Spanish,Snacks,Easy,69,153,4,"Eggs, Potatoes, Pasta","Eggs, Potatoes, Pasta, Butter, Onion, Sugar, Olive Oil",Paleo,"Prepare Eggs, Potatoes, Pasta. Cook with Eggs, Potatoes, Pasta, Butter, Onion, Sugar, Olive Oil. Season and serve.","Calories: 302, Protein: 7g, Carbs: 66g, Fat: 24g"
Japanese Lentils Scramble,Japanese,Breakfast,Hard,61,11,8,"Lentils, Tomatoes, Pasta","Lentils, Tomatoes, Pasta, Butter, Cream, Sugar, Yogurt",Kosher,"Prepare Lentils, Tomatoes, Pasta. Cook with Lentils, Tomatoes, Pasta, Butter, Cream, Sugar, Yogurt. Season and serve.","Calories: 643, Protein: 21g, Carbs: 28g, Fat: 25g"
Thai Tofu Bake,Thai,Snacks,Medium,19,26,4,"Tofu, Chicken, Fish","Tofu, Chicken, Fish, Onion, Soy Sauce, Yogurt, Butter","Gluten-free, Kosher","Prepare Tofu, Chicken, Fish. Cook with Tofu, Chicken, Fish, Onion, Soy Sauce, Yogurt, Butter. Season and serve.","Calories: 279, Protein: 8g, Carbs: 64g, Fat: 29g"
African Cheese Brownies,African,Desserts,Hard,36,24,4,"Cheese, Eggs, Beef","Cheese, Eggs, Beef, Butter, Honey, Spices, Flour","Vegan, Paleo, Contains dairy","Prepare Cheese, Eggs, Beef. Cook with Cheese, Eggs, Beef, Butter, Honey, Spices, Flour. Season and serve.","Calories: 217, Protein: 29g, Carbs: 31g, Fat: 5g"
Middle Eastern Pork Salad,Middle Eastern,Desserts,Medium,38,48,7,"Pork, Eggs, Mushrooms","Pork, Eggs, Mushrooms, Chili, Sugar, Honey, Herbs","Kosher, Gluten-free","Prepare Pork, Eggs, Mushrooms. Cook with Pork, Eggs, Mushrooms, Chili, Sugar, Honey, Herbs. Season and serve.","Calories: 691, Protein: 6g, Carbs: 36g, Fat: 27g"
Vietnamese Chicken Clay Pot,Vietnamese,Desserts,Hard,88,155,2,"Chicken, Pasta, Cheese","Chicken, Pasta, Cheese, Herbs, Garlic, Chili, Soy Sauce","Halal, Contains nuts, Contains shellfish","Prepare Chicken, Pasta, Cheese. Cook with Chicken, Pasta, Cheese, Herbs, Garlic, Chili, Soy Sauce. Season and serve.","Calories: 277, Protein: 20g, Carbs: 44g, Fat: 8g"
French Chicken Stew,French,Dinner,Easy,18,178,6,"Chicken, Tofu, Lentils","Chicken, Tofu, Lentils, Cream, Garlic, Yogurt, Honey","Contains dairy, Contains nuts, Paleo","Prepare Chicken, Tofu, Lentils. Cook with Chicken, Tofu, Lentils, Cream, Garlic, Yogurt, Honey. Season and serve.","Calories: 297, Protein: 28g, Carbs: 71g, Fat: 30g"
African Chicken Roast,African,Desserts,Easy,31,1,5,"Chicken, Rice, Pasta","Chicken, Rice, Pasta, Yogurt, Garlic, Chili, Onion","Halal, Vegan","Prepare Chicken, Rice, Pasta. Cook with Chicken, Rice, Pasta, Yogurt, Garlic, Chili, Onion. Season and serve.","Calories: 255, Protein: 32g, Carbs: 14g, Fat: 21g"
Italian Rice Bake,Italian,Breakfast,Easy,67,169,5,"Rice, Tofu, Chicken","Rice, Tofu, Chicken, Soy Sauce, Chili, Butter, Milk",Contains dairy,"Prepare Rice, Tofu, Chicken. Cook with Rice, Tofu, Chicken, Soy Sauce, Chili, Butter, Milk. Season and serve.","Calories: 252, Protein: 31g, Carbs: 70g, Fat: 9g"
African Eggs Crumble,African,Desserts,Hard,26,73,8,"Eggs, Cheese, Tofu","Eggs, Cheese, Tofu, Herbs, Flour, Olive Oil, Butter",Vegan,"Prepare Eggs, Cheese, Tofu. Cook with Eggs, Cheese, Tofu, Herbs, Flour, Olive Oil, Butter. Season and serve.","Calories: 528, Protein: 12g, Carbs: 29g, Fat: 5g"
Thai Eggs Larb,Thai,Breakfast,Easy,59,130,2,"Eggs, Cheese, Shrimp","Eggs, Cheese, Shrimp, Honey, Yogurt, Olive Oil, Butter","Vegan, Low-carb","Prepare Eggs, Cheese, Shrimp. Cook with Eggs, Cheese, Shrimp, Honey, Yogurt, Olive Oil, Butter. Season and serve.","Calories: 211, Protein: 26g, Carbs: 36g, Fat: 6g"
Thai Potatoes Stir-Fry,Thai,Desserts,Medium,32,46,7,"Potatoes, Mushrooms, Pasta","Potatoes, Mushrooms, Pasta, Chili, Cream, Soy Sauce, Flour",Kosher,"Prepare Potatoes, Mushrooms, Pasta. Cook with Potatoes, Mushrooms, Pasta, Chili, Cream, Soy Sauce, Flour. Season and serve.","Calories: 629, Protein: 27g, Carbs: 30g, Fat: 12g"
Italian Beef Roast,Italian,Breakfast,Medium,56,12,7,"Beef, Eggs, Chicken","Beef, Eggs, Chicken, Spices, Olive Oil, Soy Sauce, Flour",Low-carb,"Prepare Beef, Eggs, Chicken. Cook with Beef, Eggs, Chicken, Spices, Olive Oil, Soy Sauce, Flour. Season and serve.","Calories: 447, Protein: 12g, Carbs: 41g, Fat: 28g"
Chinese Pork Dumplings,Chinese,Desserts,Medium,78,97,4,"Pork, Fish, Eggs","Pork, Fish, Eggs, Yogurt, Onion, Sugar, Milk","Vegan, Contains dairy, Kosher","Prepare Pork, Fish, Eggs. Cook with Pork, Fish, Eggs, Yogurt, Onion, Sugar, Milk. Season and serve.","Calories: 471, Protein: 26g, Carbs: 11g, Fat: 11g"
Mexican Tomatoes Burrito Bowl,Mexican,Dinner,Easy,89,147,2,"Tomatoes, Shrimp, Rice","Tomatoes, Shrimp, Rice, Honey, Chili, Onion, Herbs",Low-carb,"Prepare Tomatoes, Shrimp, Rice. Cook with Tomatoes, Shrimp, Rice, Honey, Chili, Onion, Herbs. Season and serve.","Calories: 385, Protein: 28g, Carbs: 76g, Fat: 11g"
Indian Chicken Bake,Indian,Dinner,Hard,12,57,5,"Chicken, Lentils, Cheese","Chicken, Lentils, Cheese, Spices, Sugar, Olive Oil, Garlic",Vegetarian,"Prepare Chicken, Lentils, Cheese. Cook with Chicken, Lentils, Cheese, Spices, Sugar, Olive Oil, Garlic. Season and serve.","Calories: 240, Protein: 26g, Carbs: 40g, Fat: 29g"
African Fish Skillet,African,Breakfast,Medium,79,56,7,"Fish, Pork, Mushrooms","Fish, Pork, Mushrooms, Onion, Butter, Honey, Spices","Contains dairy, Low-carb, Halal","Prepare Fish, Pork, Mushrooms. Cook with Fish, Pork, Mushrooms, Onion, Butter, Honey, Spices. Season and serve.","Calories: 682, Protein: 18g, Carbs: 54g, Fat: 20g"
Japanese Potatoes Scramble,Japanese,Breakfast,Easy,29,84,7,"Potatoes, Tofu, Chicken","Potatoes, Tofu, Chicken, Cream, Honey, Flour, Herbs","Vegetarian, Kosher, Contains shellfish","Prepare Potatoes, Tofu, Chicken. Cook with Potatoes, Tofu, Chicken, Cream, Honey, Flour, Herbs. Season and serve.","Calories: 404, Protein: 9g, Carbs: 32g, Fat: 28g"
Indian Cheese Salad,Indian,Lunch,Easy,63,24,2,"Cheese, Tofu, Mushrooms","Cheese, Tofu, Mushrooms, Onion, Milk, Olive Oil, Soy Sauce","Gluten-free, Vegan, Vegetarian","Prepare Cheese, Tofu, Mushrooms. Cook with Cheese, Tofu, Mushrooms, Onion, Milk, Olive Oil, Soy Sauce. Season and serve.","Calories: 462, Protein: 35g, Carbs: 53g, Fat: 30g"
Spanish Eggs Mini Skewers,Spanish,Snacks,Hard,47,113,5,"Eggs, Spinach, Pork","Eggs, Spinach, Pork, Chili, Garlic, Yogurt, Sugar","Kosher, Contains shellfish, Vegan","Prepare Eggs, Spinach, Pork. Cook with Eggs, Spinach, Pork, Chili, Garlic, Yogurt, Sugar. Season and serve.","Calories: 376, Protein: 33g, Carbs: 62g, Fat: 10g"
African Eggs Stew,African,Dinner,Easy,51,107,4,"Eggs, Lentils, Pork","Eggs, Lentils, Pork, Chili, Olive Oil, Garlic, Onion","Kosher, Contains shellfish, Contains nuts","Prepare Eggs, Lentils, Pork. Cook with Eggs, Lentils, Pork, Chili, Olive Oil, Garlic, Onion. Season and serve.","Calories: 585, Protein: 23g, Carbs: 26g, Fat: 25g"
Mexican Tofu Quesadillas,Mexican,Snacks,Easy,67,125,5,"Tofu, Mushrooms, Eggs","Tofu, Mushrooms, Eggs, Flour, Cream, Spices, Garlic","Contains dairy, Halal","Prepare Tofu, Mushrooms, Eggs. Cook with Tofu, Mushrooms, Eggs, Flour, Cream, Spices, Garlic. Season and serve.","Calories: 202, Protein: 28g, Carbs: 66g, Fat: 21g"
African Lentils Chermoula,African,Dinner,Medium,23,145,8,"Lentils, Beef, Spinach","Lentils, Beef, Spinach, Milk, Olive Oil, Chili, Cream","Contains dairy, Paleo","Prepare Lentils, Beef, Spinach. Cook with Lentils, Beef, Spinach, Milk, Olive Oil, Chili, Cream. Season and serve.","Calories: 358, Protein: 14g, Carbs: 18g, Fat: 23g"
Thai Rice Power Bowl,Thai,Lunch,Medium,83,144,4,"Rice, Pasta, Spinach","Rice, Pasta, Spinach, Cream, Chili, Yogurt, Butter","Contains dairy, Paleo","Prepare Rice, Pasta, Spinach. Cook with Rice, Pasta, Spinach, Cream, Chili, Yogurt, Butter. Season and serve.","Calories: 598, Protein: 10g, Carbs: 12g, Fat: 14g"
Japanese Mushrooms Stew,Japanese,Dinner,Medium,89,71,1,"Mushrooms, Tofu, Pasta","Mushrooms, Tofu, Pasta, Flour, Sugar, Cream, Soy Sauce",Gluten-free,"Prepare Mushrooms, Tofu, Pasta. Cook with Mushrooms, Tofu, Pasta, Flour, Sugar, Cream, Soy Sauce. Season and serve.","Calories: 419, Protein: 22g, Carbs: 55g, Fat: 25g"
American Eggs BBQ,American,Dinner,Hard,89,44,3,"Eggs, Pasta, Chicken","Eggs, Pasta, Chicken, Spices, Flour, Onion, Cream",Contains nuts,"Prepare Eggs, Pasta, Chicken. Cook with Eggs, Pasta, Chicken, Spices, Flour, Onion, Cream. Season and serve.","Calories: 255, Protein: 11g, Carbs: 78g, Fat: 30g"
Thai Rice Stir-Fry,Thai,Desserts,Medium,65,51,6,"Rice, Lentils, Tofu","Rice, Lentils, Tofu, Butter, Garlic, Sugar, Spices",Kosher,"Prepare Rice, Lentils, Tofu. Cook with Rice, Lentils, Tofu, Butter, Garlic, Sugar, Spices. Season and serve.","Calories: 562, Protein: 11g, Carbs: 33g, Fat: 28g"
American Cheese Stew,American,Lunch,Easy,72,72,7,"Cheese, Spinach, Pork","Cheese, Spinach, Pork, Olive Oil, Milk, Flour, Butter",Gluten-free,"Prepare Cheese, Spinach, Pork. Cook with Cheese, Spinach, Pork, Olive Oil, Milk, Flour, Butter. Season and serve.","Calories: 310, Protein: 21g, Carbs: 37g, Fat: 15g"
French Shrimp Soup,French,Desserts,Hard,22,70,5,"Shrimp, Rice, Spinach","Shrimp, Rice, Spinach, Soy Sauce, Milk, Honey, Sugar",Kosher,"Prepare Shrimp, Rice, Spinach. Cook with Shrimp, Rice, Spinach, Soy Sauce, Milk, Honey, Sugar. Season and serve.","Calories: 515, Protein: 7g, Carbs: 48g, Fat: 13g"
Spanish Tofu Parfait,Spanish,Breakfast,Medium,8,57,2,"Tofu, Pork, Beef","Tofu, Pork, Beef, Olive Oil, Honey, Herbs, Chili",Paleo,"Prepare Tofu, Pork, Beef. Cook with Tofu, Pork, Beef, Olive Oil, Honey, Herbs, Chili. Season and serve.","Calories: 619, Protein: 18g, Carbs: 55g, Fat: 6g"
Chinese Fish Dumplings,Chinese,Lunch,Medium,32,165,5,"Fish, Tofu, Beef","Fish, Tofu, Beef, Yogurt, Sugar, Cream, Onion","Paleo, Halal, Kosher","Prepare Fish, Tofu, Beef. Cook with Fish, Tofu, Beef, Yogurt, Sugar, Cream, Onion. Season and serve.","Calories: 263, Protein: 13g, Carbs: 12g, Fat: 30g"
Japanese Fish Skillet,Japanese,Breakfast,Medium,18,133,2,"Fish, Chicken, Eggs","Fish, Chicken, Eggs, Spices, Soy Sauce, Onion, Garlic","Contains dairy, Vegan","Prepare Fish, Chicken, Eggs. Cook with Fish, Chicken, Eggs, Spices, Soy Sauce, Onion, Garlic. Season and serve.","Calories: 374, Protein: 5g, Carbs: 29g, Fat: 16g"
American Tofu Bake,American,Desserts,Medium,8,8,3,"Tofu, Shrimp, Fish","Tofu, Shrimp, Fish, Spices, Garlic, Butter, Honey","Vegan, Contains shellfish, Vegetarian","Prepare Tofu, Shrimp, Fish. Cook with Tofu, Shrimp, Fish, Spices, Garlic, Butter, Honey. Season and serve.","Calories: 474, Protein: 21g, Carbs: 33g, Fat: 6g"
